"comment_count","created","description","duration","group_created","group_id","group_join_mode","group_lat","group_lon","group_name","group_urlname","group_who","how_to_find_us","id","link","manual_attendance_count","name","rsvp_close_offset","rsvp_limit","rsvp_open_offset","status","time","updated","utc_offset","venue_address_1","venue_address_2","venue_city","venue_country","venue_id","venue_lat","venue_localized_country_name","venue_lon","venue_name","venue_phone","venue_repinned","venue_state","venue_zip","visibility","waitlist_count","yes_rsvp_count"
"4","1339106975000","<p>Participate in an exclusive Big Data Developer Day hosted by Anjul Bhambhri, Vice President, IBM Big Data Development, on June 15 at IBM’s Innovation Center in Foster City, CA.<br/>Experience IBM’s enterprise-class big data platform that allows you to address the full spectrum of big data business challenges. The day will include interactive discussions and live demonstrations of big data for social media and log analytics. Get jump started with Hadoop scripting and text analytics with guidance from Anjul and her development experts. This is a unique opportunity to develop skills and learn about exciting technologies and techniques that you can immediately take back to your organization.<br/>Participation is limited so view the agenda and register ibm.com/events/BigDataDeveloperDay today!</p> ","","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","68220762","https://www.meetup.com/BigDataDevelopers/events/68220762/","75","IBM Big Data Developer Day with Anjul Bhambhri","","","","past","1339772400000","1342845785000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","50"
"0","1340909299000","","","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","71157022","https://www.meetup.com/BigDataDevelopers/events/71157022/","","Big Data Architecture & Implementation","","","","past","1342836000000","1342847509000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","1"
"4","1346283057000","<p>/* Must register to attend: <a href=""https://www.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8xmtgr&amp;lang=en""><a href=""https://www.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8xmtgr&amp;lang=en"" class=""linkified"">https://www.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8xmtgr&amp;lang=en</a></a><br/>*/</p> <p>Join IBM Big Data Developers for an afternoon Hack-a-thon on September 13, 2012 in Silicon Valley! Please read below for the event details and how you can register today!</p> <p>If you want to work with ""big data"" without writing code or scripts, you'll want to look into BigSheets. BigSheets is a spreadsheet-style tool for business analysts provided with IBM® InfoSphere® BigInsights, a platform based on the open source Apache Hadoop project. This event teaches you the basics of using BigSheets to analyze social media and structured data collected through sample applications provided with BigInsights. You'll learn how to model this data in BigSheets, manipulate this data using built-in macros and functions, create charts to visualize your work, and export the results of your analysis in one of several popular output formats.</p> <p>Selecting the option to attend within this meet-up does not confirm your registration. We only have 50 seats available, therefore if you would like to attend please register at the following link!!!</p> <p><a href=""https://www.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8xmtgr&amp;lang=en""><a href=""https://www.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8xmtgr&amp;lang=en"" class=""linkified"">https://www.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8xmtgr&amp;lang=en</a></a></p> <p>We will confirm you within 48 hours once we have registration.</p> <p>We look forward to having you join us for a great event.</p> ","18000000","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","79985002","https://www.meetup.com/BigDataDevelopers/events/79985002/","","IBM Big Data Developer Hack-A-Thon","","55","","past","1347566400000","1347654837000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","25"
"0","1348515775000","<p>Join IBM Big Data Developers for an afternoon Hack-a-thon on October 4, 2012 in the Silicon Valley! This month, we will explore IBM Text Analytics! Please read below for the event details and how you can register today!</p> <p>/* Must register to attend: <a href=""https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfjcs&amp;lang=en""><a href=""https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfjcs&amp;lang=en"" class=""linkified"">https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfjcs&amp;lang=en</a></a></p> <p>*/</p> <p>IBM Text Analytics is a high performance, highly scalable information extraction engine that can be applied to Big Data at rest and Big Data in motion. It includes a library of pre-built extractors, a SQL like language for coding custom extractors and a sophisticated set of tools. This Hack-a-thon will introduce you to AQL - Annotation Query Language – the language used to apply text analytics to extract information from unstructured documents. Using Eclipse based tools you will analyze document content about IBM’s Watson technology from a variety of social media such as blogs, forums and Twitter. You will then develop and test AQL code to extract information from these documents for further analysis.</p> <p>Selecting the option to attend within this meet-up does not confirm your registration. We only have 50 seats available, therefore if you would like to attend please register at the following link!!!</p> <p><a href=""https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfjcs&amp;lang=en""><a href=""https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfjcs&amp;lang=en"" class=""linkified"">https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfjcs&amp;lang=en</a></a></p> <p>We will confirm you within 48 hours once we have registration.</p> <p>We look forward to having you join us for a great event.</p> ","","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","83888752","https://www.meetup.com/BigDataDevelopers/events/83888752/","","Big Data Hack-A-Thon: Text Analytics","","50","","past","1349380800000","1349804210000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","31"
"3","1349760563000","<p>The topic for December's Big Data Hackathon will be real time analytics with IBM's InfoSphere Streams. Pre-register early to save your seat! More info to come.</p> <p>Register here: <a href=""https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yg27t&amp;lang=en&lt;a"" class=""linkified"">https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yg27t&amp;lang=en&lt;a</a> href=""https://www-950.ibm.com/events/swgeer/swgeer06.nsf/signin?openform&amp;seminar=kwokder8yfw3n&amp;lang=en""&gt;&lt;/a&gt;</p> <p>1:00pm-1:30pm: Networking (Snacks &amp; Beverages provided)</p> <p>1:30-2:15pm: Introduction to Real-time analytics &amp; stream computing</p> <p>2:15-2:30pm: Hands on Lab prep &amp; Development Environment setup</p> <p>2:30-5:30pm: Hack away</p> <p>As the volume and variety of information contextually relevant to business grow at an exponential rate, Organizations are looking for new means to react quickly and accurately to please their customers and to gain competitive advantage. Existing approaches too often either arrive at the wrong decisions based on insufficient subsets of data, or they arrive at the correct decisions but too late to be of any usefulness.</p> <p>With InfoSphere Streams, you can react to events and trends correctly and immediately while it's still possible to improve business outcomes. Government, Telecommunications, Healthcare, Energy and Utilities, Finance, Manufacturing, or any industry will benefit whenever there is a requirement for immediate and accurate analysis and decisions based on what is happening right now.</p> <p>This meetup will:<br/>·    Provide a common understanding of Stream Computing<br/>·    Provide a brief overview of the InfoSphere Streams Architecture<br/>·    Introduce the InfoSphere Streams Runtime Environment<br/>·    Introduce InfoSphere Streams Studio<br/>·    Introduce the SPL programming language<br/>·    Introduce the Streams Mining Toolkit and integration with Data Mining Tools</p> <p>Get a head start on this meetup by reviewing our redbook on Streams: <a href=""http://www.redbooks.ibm.com/redpieces/abstracts/sg248108.html?Open"" class=""linkified"">http://www.redbooks.ibm.com/redpieces/abstracts/sg248108.html?Open</a></p> ","","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","86163142","https://www.meetup.com/BigDataDevelopers/events/86163142/","","Big Data Hackathon: Real Time Analytics w/ InfoSphere Streams","","50","","past","1355432400000","1356226511000","-28800000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","46"
"8","1357710569000","<p>// Only way to guarantee seat is to register here: www.ibm.com/events/bigdatadevdayfostercity2013</p> <p>Anjul Bhambhri, Vice President, IBM Big Data, will host a full day Developer Day at the IBM Silicon Valley Innovation Center on Friday, March 1st.</p> <p>The day will include interactive discussions, live demonstrations and hands-on labs that address the full spectrum of big data business challenges.</p> <p>A similar event was held last year and reached full capacity (75+).</p> <p>Breakfast, lunch and afternoon snacks will be provided!</p> <p>Full Agenda:</p> <p><i>8:00 AM - 9:00 AM</i> <b>Breakfast &amp; Registration</b></p> <p><i>9:00 AM - 9:45 AM</i> <b>Welcome &amp; Keynote “Boosting Your Big Data IQ with IBM’s Big Data Platform”</b></p> <p><i>9:45 AM - 10:30 AM</i> <b>Using Big Data to Enhance the 360º Customer View (Demo)</b></p> <p>Discovering and Exploring All your Data Sources Analyzing Data-at-Rest &amp; Data-in-Motion Enriching Existing Customer Data for New Insights <i>10:30 AM - 10:45 AM</i> <b>Break</b></p> <p><i>10:45 PM - 12:15 PM</i> <b>Product Innovation Deep Dives</b></p> <p>Enterprise-grade Hadoop Analytics Stream Computing &amp; Real-time Analytics Data Discovery &amp; Exploration <i>12:30 PM - 1:00 PM</i> <b>Lunch</b></p> <p><b><i>1:00 PM - 5:30 PM</i> Big Data Hackathon &amp; Hands on Lab</b></p> <p><b>Hackathon Details:</b></p> <p><b>Unlocking Big Data with InfoSphere Data Explorer</b></p> <p>This IBM InfoSphere Data Explorer lab introduces general concept of what Data Explorer is, how powerful the search engine is, how IBM InfoSphere Data Explorer can help unlock Big Data. In this lab, you will perform basic tasks in Data Explorer to configure, categorize and search through from websites, databases and files.</p> <p><b>Analyzing Data in Motion with InfoSphere Streams</b></p> <p>IBM InfoSphere Streams enables continuous and fast analysis of massive volumes of moving data to help improve the speed of business insight and decision-making. InfoSphere Streams provides an execution platform and services for user-developed applications that ingest, filter, analyze, and correlate the information in data streams.</p> <p><b>Analyzing Data at Rest with InfoSphere BigInsights</b></p> <p>In this hands-on lab, you will see how IBM InfoSphere BigInsights, an analytics platform based on Hadoop, can help you quickly get your big data use cases up and running. You’ll learn how social media data, log data and other data sets can be analyzed at scale for valuable insights about your customers.</p> <p>The event is close to being sold out. Please remember to register!</p> ","32400000","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","98694172","https://www.meetup.com/BigDataDevelopers/events/98694172/","","Big Data Developer Day hosted by Anjul Bhambhri, VP, IBM Big Data","","75","","past","1362153600000","1362203171000","-28800000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","68"
"0","1363286151000","<p>Hello,</p> <p>I am Noam from Easilydo.</p> <p>We're hosting a hackathon this weekend (March 15-16) in Redwood City, CA. The event will be a great opportunity to network with many notable tech people/companies who will be present at the event, including David Liddle (New York Times board member), Robert Scoble (popular tech blogger and evangelist), Facebook, Amazon, MasterCard, Yammer, American Express, and a startup incubator - nestGSV. The competition is free to register, has lots of prizes - 1st $3000, 2nd $2000, 3rd $1000, three $500 category prizes, $100 Amazon Web-Services credit for all participants who submit a qualifying entry, more. Food + drinks will also be provided.</p> <p>The event will take place at 425Broadwat St Redwood City<br/>For more visit: - <a href=""https://easilydo.com/hackathon/"" class=""linkified"">https://easilydo.com/hackathon/</a></p> <p>A bit on Easilydo:<br/>Most of what you want to do is already in an app somewhere, so we created a proactive virtual assistant which sets out to find pending and upcoming tasks, display them in a slick interface, then offer to complete them for you with one click.</p> <p>Hoping to see you all there!</p> <p>Best,<br/>Noam</p> ","","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","109270942","https://www.meetup.com/BigDataDevelopers/events/109270942/","","EasilyDo Hackathon","","","","past","1363402800000","1363414089000","-25200000","425 Broadway Street, Redwood City, CA 94063","","redwood city","us","11439092","37.48421859741211","USA","-122.20348358154297","Classroom, NestGSV","","False","CA","94063","public","0","1"
"6","1361949715000","<p>Our next Big Data Hackathon will take place Thursday, April 11th.</p> <p>Guarantee your seat by registering here: <a href=""http://www-304.ibm.com/events/idr/idrevents/register.action?meid=9073&amp;ieid=5044""><a href=""http://www-304.ibm.com/events/idr/idrevents/register.action?meid=9073&amp;ieid=5044"" class=""linkified"">http://www-304.ibm.com/events/idr/idrevents/register.action?meid=9073&amp;ieid=5044</a></a></p> <p>IBM Big SQL is new and exciting technology that extends the power of SQL to the world of Apache Hadoop data repositories (HDFS and HBase).</p> <p>1:00pm-1:30pm: Networking</p> <p>1:30-2:15pm: Introduction to IBM Big SQL</p> <p>2:15-2:30pm: Hands on Lab prep &amp; Development Environment setup</p> <p>2:30-5:30pm: Hack away</p> <p>Snacks &amp; Beverages provided.</p> <p>More Details:</p> <p>Attendees get access to a Hadoop cluster on the IBM IM Demo Cloud. This Hadoop cluster is fully configured with both HDFS and HBase and has sample data loaded and available for queries. Participants will be able to download Big SQL JDBC and ODBC drivers and use these drivers with their favorite applications to explore and query data in the Hadoop cluster. Participants will also be able to use command line tools like JSqsh to submit their queries.</p> <p>By leveraging our cloud environment, there is no need to obtain hardware, install and patch operating systems, install the Hadoop code or manage the Hadoop cluster.</p> <p> </p> <p>Take our poll to help us determine future topics: <a href=""http://www.meetup.com/BigDataDevelopers/polls/"" class=""linkified"">http://www.meetup.com/BigDataDevelopers/polls/</a></p> ","16200000","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","106653472","https://www.meetup.com/BigDataDevelopers/events/106653472/","","Big Data Hackathon: SQL for Hadoop","","60","","past","1365710400000","1365785715000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","59"
"10","1366760324000","<p>** Seating is limited, please only RSVP 'Yes' if you <b>do</b> plan to attend **</p> <p>Join us on Thursday, May 2nd for our next Big Data Developer Meetup!</p> <p>This meetup will focus on Real-Time Location Based Analytics and will include a presentation, demo, hands-on session (bring your laptop), and pizza! Doors open at 5:30pm for registration and networking, while the program starts at 6:30pm.</p> <p>With smart phones and fully instrumented cars, the amount of data we can collect from moving objects is growing at staggering rates. In a few years, the automotive industry will be the largest data producer of data after utilities -- bigger than health care. And with this Big Data volume comes Big Data challenges. The opportunity for applying all this data in real-time to problems in transportation, congestion management, emergency response, microweather prediction, supply chain management, and so on is tremendous. But this requires a real-time analytics platform that can integrate GPS locations, telematics messages and sensor readings, video, and other kinds of information--and scale up to any level.</p> <p>Join us to learn about how IBM InfoSphere Streams is addressing this Big Data challenge. The event will kick off with a presentation and will be followed by a live demo.  Bring your laptop, because you'll then have an opportunity to get hands on with InfoSphere Streams and apply this exciting new technology yourself!</p> <p>Pizza &amp; beverages will be provided!</p> <p>Agenda</p> <p>5:30pm: Registration &amp; Networking &amp; Pizza!</p> <p><b>6:30pm</b>: Presentation</p> <p>7:15pm: Break</p> <p>7:30pm: Demo</p> <p>8:15pm: Hands On with Real-time Analytics</p> <p>Use this link: <a href=""http://bigdatauniversity.com/courses/course/view.php?id=513""><a href=""http://bigdatauniversity.com/courses/course/view.php?id=513"" class=""linkified"">http://bigdatauniversity.com/courses/course/view.php?id=513</a></a><br/>Enrollment key: meet123up</p> <p>You will need VMware Player or VMware Fusion to run the VMware image.</p> <p>** Seating is limited, please only RSVP 'Yes' if you <b>do</b> plan to attend **</p> ","12600000","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","115851672","https://www.meetup.com/BigDataDevelopers/events/115851672/","","Big Data Meetup: Real-time Location Based Analytics","","","","past","1367541000000","1367971400000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","55"
"8","1367878149000","<p>**** If participating in the hands on lab, download the BigInsights Quick Start Edition VMware before the event: <a href=""http://ibm.co/QuickStart"" class=""linkified"">http://ibm.co/QuickStart</a></p> <p>****</p> <p>Join us on June 28, 2013 to participate in an exclusive Big Data Developer Day hosted by Anjul Bhambhri, IBM Vice President, Big Data, along with the IBM Big Data Development team. Open source Apache Hadoop is a great framework for distributed processing of large data sets. But there’s a difference between ""playing"" with big data versus solving real problems. The reality is that Hadoop alone is not enough. Experience IBM’s enterprise-class Hadoop product, InfoSphere BigInsights, which enhances open source Hadoop with required enterprise capabilities including: analytics, visualization, security, enterprise integration, developer/admin tools, and more. The morning session will include interactive discussions and live demonstrations of IBM's latest big data innovations; and, in the afternoon, get hands-on with InfoSphere BigInsights Quick Start with guidance from development experts. This is a unique opportunity to develop skills and learn about exciting technologies and techniques that you can immediately take back to your organization.</p> <p>This event is FREE.  Breakfast, Lunch and snacks will be provided.</p> <p>Agenda (subject to change)</p> <p>9:00 AM - 9:30 AM - Breakfast &amp; Registration</p> <p>9:30 AM - 10:30 AM - Welcome &amp; Keynote<br/>“IBM’s Big Data Platform: Enterprise Hadoop and More” <br/>Anjul Bhambhri, IBM Vice President, Big Data</p> <p>10:30 AM - 11:15 AM - Making Hadoop Ready for the Enterprise</p> <p>Advanced Analytics Adaptive MapReduce High Availability Security Visualization 11:15 AM - 11:30 AM - Break</p> <p>11:30 AM - 12:15 PM - SQL for Hadoop</p> <p>Innovations to access unstructured data Augmenting data warehousing with big data technologies 12:15 PM - 12:30 PM- Closing Keynote Remarks<br/>Anjul Bhambhri, IBM Vice President, Big Data</p> <p>12:30 PM - 1:00 PM - Lunch</p> <p>1:00 PM - 5:30 PM- Hands-On Labs (please bring your laptop if you plan to participate)</p> <p>You will need to download the BigInsights Quick Start Edition VMware before the event: <a href=""http://ibm.co/QuickStart"" class=""linkified"">http://ibm.co/QuickStart</a></p> <p>* Tentative Labs:</p> <p>Getting started with Hive Leveraging the full power of SQL with Hadoop Simplifying HBase queries with IBM Big SQL 5:30 PM Close - Thank You for Attending</p> <p>Seating is limited, please adjust your RSVP accordingly.</p> <p>To guarantee your seat, you must register here:  <a href=""http://www.ibm.com/events/bigdatadevdayfostercity2013"" class=""linkified"">http://www.ibm.com/events/bigdatadevdayfostercity2013</a></p> <p> </p> ","30600000","1338938692000","4013112","open","37.18000030517578","-121.75","Big Data Developers","BigDataDevelopers","Members","","118061712","https://www.meetup.com/BigDataDevelopers/events/118061712/","","Big Data Developer Day w/ Anjul Bhambhri: Making Hadoop Ready for Enterprise","","100","","past","1372435200000","1381342333000","-25200000","1001 E. Hillsdale Blvd.","West Tower, Fourth Floor Suites","Foster City","us","1760241","37.55946731567383","USA","-122.27192687988281","IBM Innovation Center","","False","CA","94404","public","0","100"
