"comment_count","created","description","duration","group_created","group_id","group_join_mode","group_lat","group_lon","group_name","group_urlname","group_who","how_to_find_us","id","link","manual_attendance_count","name","rsvp_close_offset","rsvp_limit","rsvp_open_offset","status","time","updated","utc_offset","venue_address_1","venue_address_2","venue_city","venue_country","venue_id","venue_lat","venue_localized_country_name","venue_lon","venue_name","venue_phone","venue_repinned","venue_state","venue_zip","visibility","waitlist_count","yes_rsvp_count"
"10","1368766857000","<p>Participate in an exclusive Big Data Developer Day hosted by the IBM Big Data Technical Sales team. Experience IBM’s enterprise-class big data platform that allows you to address the full spectrum of big data business challenges. The morning will include interactive discussions and live demonstrations of big data for social media and real-time analytics, then get hands-on with text analytics, stream computing, and app development with guidance from development experts. This is a unique opportunity to develop skills and learn about exciting technologies and techniques that you can immediately take back to your organization.</p> <p>•Big Data at Rest (IBM® InfoSphere® BigInsights™)<br/>•Big Data in Motion (IBM® InfoSphere® Streams)</p> <p>__________</p> <p> </p> <p>AGENDA:</p> <p>8:00 AM - 9:00 AM Breakfast &amp; Registration</p> <p>9:00 AM - 10:00 AM Overview of the IBM Big Data Platform</p> <p>10:00 AM - 10:30 AM Interactive discussions &amp; live demonstrations: Social Media</p> <p>10:30 AM - 11:00 AM Break</p> <p>11:00 AM - 11:30 AM Interactive discussions &amp; live demonstrations: Machine Data Analytics Demo</p> <p><br/>11:30 PM - 12:00 PM Interactive discussions &amp; live demonstrations: Real Time Analytics Demo</p> <p>12:00 PM - 1:00 PM Lunch</p> <p>1:00 PM - 6:00 PM Hands-On Lab with Hadoop Text Analytics/Hadoop<br/>Scripting, JAQL, Spreadsheet analytics for Big Data, SPL ProgrammingScripting and text analytics.</p> <p>*Note - Please bring your laptop if you plan to participate in the hands on lab</p> ","36000000","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","IBM is at the NE corner of Thomas and Central - the parking garage is behind IBM and accesssible from Catalina Dr. - also, there is a light rail station in front of IBM","119836332","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/119836332/","","Participate in an exclusive Big Data Developer Day hosted by IBM.","","40","","past","1370444400000","1370560446000","-25200000","2929 N Central Ave","","Phoenix","us","13477442","33.481689453125","USA","-112.07311248779297","IBM Office, Room 540 (5th Floor)","","False","AZ","85012","public","0","28"
"6","1371105448000","<p>Discussion/presentation of Hive and BigSQL.</p> <p>Big SQL doesn't turn Hadoop into one big distributed relational database. If you're curious about what Big SQL can do, we'll explore the basics here, try to clear up some common misconceptions, and answer many of the questions that relational DBMS users often have about this new technology.</p> <p>We'll also discuss Hive - the ""SQL-like"" capability that is part of Hadoop.</p> <p> </p> ","","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","","124415862","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/124415862/","22","Topic: SQL Access to HDFS Data","","40","","past","1374111000000","1376417216000","-25200000","2929 N Central Ave","","Phoenix","us","13477442","33.481689453125","USA","-112.07311248779297","IBM Office, Room 540 (5th Floor)","","False","AZ","85012","public","0","27"
"5","1374174883000","<p>The IBM Big Data Platform provides secure federated navigation and discovery across a broad range of enterprise content and big data to maximize return on information.</p> <p>By delivering information to the right people at the right time, organizations gain the full value of their data, enabling improved operations, real-time decisions, better understanding of customers, increased innovation and actionable insight.</p> <p>We will look at the ""Visualization and Discovery"" aspect of the IBM Big Data Platform available through Infosphere Data Explorer.</p> <p>For a quick business overview, please review <a href=""http://www.youtube.com/watch?v=oMQadMp-VTI"">this video</a> (&lt; 10 minutes). We will cover the technology in more detail at the Meetup.</p> <p> </p> <p>Map to IBM office</p> <p><img src=""http://photos1.meetupstatic.com/photos/event/8/4/2/8/event_241713832.jpeg"" /></p> <p><br/> </p> ","7200000","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","Corner of Central Ave and Thomas Road. You may use the parking garage on Catalina ($).","130235802","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/130235802/","","Big Data Platform - Visualization and Discovery","","40","","past","1377133200000","1377148373000","-25200000","2929 N Central Ave","","Phoenix","us","13477442","33.481689453125","USA","-112.07311248779297","IBM Office, Room 540 (5th Floor)","","False","AZ","85012","public","0","25"
"19","1377275042000","<p>Streaming data is all around us – from social media feeds to call data records – but can be difficult to leverage. Sometimes there is simply too much data to collect and store before analyzing it. Sometimes it’s an issue of timing – by the time they store data on disk, analyze it, and respond – it’s too late. Organizations need a way to harness the natural resource of streaming data and turn it into actionable insight. Enter stream computing.</p> <p><br/>Stream computing changes where, when and how much of your business data you can analyze. By extracting insight from data as it is streaming, you can react to events as they are happening to reshape business outcomes. Store less, analyze more, and make better decisions, faster. From increased customer retention to earlier fraud detection to more frequent cross-selling, the benefits of stream computing are many. </p> <p>______________________</p> <p>Here is a <a href=""http://www.meetup.com/Big-Data-Developers-in-Phoenix/photos/15184542/"">map </a>&lt;a href=""http://photos3.meetupstatic.com/photos/event/3/8/3/8/global_274034392.jpeg""&gt;&lt;/a&gt;to the meeting location.</p> <p><br/>Enter the building from the ground floor lobby and use the south elevator bank to go to the 5th floor.</p> <p><b>Please note</b> - the doors close at 6:00 pm. Plan to arrive early enough to be in the room by 5:45 - for networking and pizza. You may come as early as 5:00.</p> ","","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","","136291372","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/136291372/","18","Stream Computing - Real-time analytics processing for actionable insight","","40","","past","1379552400000","1379573151000","-25200000","2929 N Central Ave","","Phoenix","us","13477442","33.481689453125","USA","-112.07311248779297","IBM Office, Room 540 (5th Floor)","","False","AZ","85012","public","0","24"
"7","1379571030000","<p>Come learn how to leverage your existing Excel skill set in Hadoop! What? Excel and Hadoop Huh?  We will be talking about how to perform Excel like functions in Hadoop without having to know advanced programming.   You will able to fire up your own virtual image and try it out yourself on your own laptop. </p> <p><br/><b>Getting the Virtual Machine</b><br/>You may download the image here <a href=""http://www-01.ibm.com/software/data/infosphere/biginsights/quick-start/"">Hadoop Virtual Machine</a> and then click on the ""InfoSphere BigInsights Quick Start Edition VMware Image"" under the Download section just like you see below.</p> <p><br/><img src=""http://photos2.meetupstatic.com/photos/event/3/a/f/e/600_292755102.jpeg"" /></p> <p><b>Parking</b> is free, just come on inside and obtain a parking pass.  Follow the signage for the BigData Developers Meetup.  We'll post the room number in update.  This is a new location so we are working out any kinks in the process.</p> <p><b>Refreshments</b> will be provided</p> <p><b>About CEI</b></p> <p><br/>CEI, the Center for Entrepreneurial Innovation, is a community-based facility at GateWay Community College. With funding from the US Economic Development Agency, City of Phoenix and Maricopa Community College District, CEI provides targeted business services and proactive business support to create a systematic link between:Technology developmentCompelling markets and opportunitiesEntrepreneurial and managerial talent developmentEarly stage capital sourcingEducation and training, interns, coaching and business counseling</p> ","","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","CEI at GateWay Community College","141058342","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/141058342/","12","Excel Like Functionality in Hadoop!","","","","past","1381973400000","1381993047000","-25200000","275 N. Gateway Drive","","Phoenix","us","8770982","33.4504508972168","USA","-111.99870300292969","CEI","602-286-8950","False","AZ","85034","public","0","26"
"0","1381507504000","<p>IBM is pleased to announce a Proof of Technology event for IBM BigInsights (an Enterprise Hadoop solution) to analyze BigData to be held on Tuesday Oct 22, 2013, in the IBM Phoenix office.</p> <p>For those unfamiliar with IBM's Proof of Technology sessions, they are a combination of lecture and hands-on labs in order give attendees hands-on experience with the products. This BigInsights PoT will be unique in that all attendees will be given a copy of the free distribution version of BigInsights. Meetup Group Attendees must bring their own personal laptops to load the distribution and use their own laptop for class labs.</p> <p>About BigInsights:<br/>IBM® Big Data addresses key customer enterprise data requirements and provides a robust platform for the three V's: Variety, Velocity and Volume. Built on a foundation of open source components, IBM extends the platform to provide additional analytics, enhanced ease of use, and extensive integration to provide an enterprise class solution. In this Proof of Technology, we will explore data at rest using IBM InfoSphere Big Insights. This session consists of both presentation and hands-on lab exercises.</p> <p>Objective:<br/>IT professionals can gain experience with Big Data and IBM's offerings in this fast moving area of computing..</p> <p>Audience:<br/>This Proof of Technology is for Data analysts, Data Management Architects, Database Developers and other decision influencers who are evaluating IBM technologies</p> <p>Agenda:<br/>• Welcome and Introduction<br/>• Lecture<br/>• Lab Exercise 1: BigInsights 2.0 Web Console<br/>• Lab Exercise 2: Social Media and BigSheets<br/>• Lunch courtesy of IBM<br/>• Lab Exercise 3: Querying social media and structured data: An introduction to Jaql<br/>• Lab Exercise 4: Text Analytics for Social Media Data: An introduction to AQL<br/>• Lab Exercise 5: Developing, publishing, and deploying your first Big Data application with InfoSphere BigInsights</p> <p>Schedule:<br/>Continental breakfast will begin at 8:30 AM<br/>The session will begin at 9:00 AM and end at 4:30 PM<br/>Lunch will be provided.</p> <p>Location:<br/>IBM Phoenix office, Room 540<br/>2929 N Central Ave<br/>Phoenix, AZ 85255</p> <p>Additional Information:<br/>IBM BigInsights <a href=""http://www-01.ibm.com/software/data/infosphere/biginsights/"" class=""linkified"">http://www-01.ibm.com/software/data/infosphere/biginsights/</a><br/>IBM BigData University <a href=""http://www.bigdatauniversity.com/"" class=""linkified"">http://www.bigdatauniversity.com/</a><br/>IBM BigData Hub <a href=""http://www.ibmbigdatahub.com/"" class=""linkified"">http://www.ibmbigdatahub.com/</a></p> ","27900000","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","","145075142","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/145075142/","","Test Drive Big Insights Hadoop Platform","","","","past","1382455800000","1382484844000","-25200000","2929 N Central Ave","","Phoenix","us","13477442","33.481689453125","USA","-112.07311248779297","IBM Office, Room 540 (5th Floor)","","False","AZ","85012","public","0","10"
"0","1383438737000","<p><b>THIS IS A WEB CONFERENCE ONLY - TIME INDICATED IS LOCAL START TIME. SEE BELOW FOR DETAILS.</b></p> <p>IBM <b><a href=""http://www-03.ibm.com/software/products/us/en/infosphere-streams/"">InfoSphere Streams V3.2</a></b> (referred to as Streams) delivers a highly scalable, agile software infrastructure to <b><a href=""http://www-01.ibm.com/software/data/infosphere/stream-computing/"">perform in-motion analytics</a></b> on a wide variety of relational and non-relational data types that enter the enterprise at unprecedented volumes and speed, and from thousands of real-time sources. Streams V3.2 includes new features and functions designed to instantly analyze and fuse massive volumes of data and integrates with existing infrastructures. It delivers new capabilities to improve usability, support enterprise readiness, and streamline enterprise integration.</p> <p><b>WHAT:</b></p> <p>The following new features and functions, which will be covered during the Streams Developer Conference:</p> <p><i>Usability:</i><br/>• Remote Development with Streams Studio for Windows and Linux<br/>• User Defined Parallelism<br/>• Java Streams development simplification</p> <p><i>Enterprise readiness:</i><br/>• Operational Decision Management adapter for business rules<br/>• Access to application data using Representational State Transfer (REST)</p> <p><i>Enterprise integration:</i><br/>• MQTT adapters<br/>• Hadoop Big SQL support<br/>• HP Vertica Analytic Database support</p> <p><b>Who should attend:</b></p> <p>The event assumes you are familiar with Streams. If you are not, please either try the <b><a href=""http://bigdatauniversity.com/bdu-wp/bdu-course/stream-computing-i/"">Big Data University Streams course</a></b> or review some of the <b><a href=""http://www.youtube.com/user/ibmbigdata/search?query=streams"">Streams videos on YouTube</a></b>.</p> <p><b>WHEN:</b></p> <p><b><a href=""https://www.webdialogs.com/join/?schedid=2058889"">Webcast</a></b> on Thursday <b>November 14, 2013</b> from <b>10:00AM to 6:00PM U.S. Eastern Standard Time.</b></p> <p><b>WHERE:</b></p> <p>The webcast will be recorded and posted to Big Data University (BDU) at the following <b><a href=""https://bigdatauniversity.com/courses/auth/openid/login.php"">Big Data University course ID</a></b>.</p> <p><i><b>NOTE: There will be no physical location for this meetup and it will all be online.</b></i></p> <p>To get more info, download presentations, get detailed agenda and to register for the event check out the <b><a href=""http://bigdatauniversity.com/bdu-wp/bdu-course/ibm-infosphere-streams-3-2-developers-conference/"">BDU Streams Developers Virtual Conference landing page</a></b>.</p> <p>The detailed agenda will be posted at the BDU class/event page after Oct 31.</p> <p>Please join us on the live LotusLive meeting <b><a href=""https://www.webdialogs.com/join/?schedid=2058889"">webcast</a></b>. The conference ID is 2058889. Audio in listen only mode will be available on the webcast.</p> <p>To ask questions during Q&amp;A periods, please use the following conference information:</p> <p>USA Toll-Free: 1-888-426-6840</p> <p>USA Caller Paid: 1-215-861-6239</p> <p>For Other Countries call in numbers use this <b><a href=""https://www.teleconference.att.com/servlet/glbAccess?process=1&amp;accessCode=7821035&amp;accessNumber=2158616239"">link</a></b>.</p> <p>Participant Code: 7821035</p> <p>We look forward to sharing details about these new capabilities.</p> ","28800000","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","","148843952","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/148843952/","","Streams 3.2 Developers Virtual Conference","","","","past","1384437600000","1384466937000","-25200000","See Description for Details","BDU University","San Jose","us","16729312","37.38999938964844","USA","-121.9000015258789","WEB CONFERENCE ONLY","","False","CA","95101","public","0","8"
"8","1381992869000","<p>Big Data Meetup: <b>Hands-on with Text Analytics -  Extracting business value from Text</b></p> <p>Join us on Wednesday, November 20 at 6:00pm in Phoenix.  This Meetup will be a presentation, demo and hands-on lab.  </p> <p>As enterprises seek to gain operational efficiencies and competitive advantage through greater use of analytics, much of the new information they need to analyze is found in text documents and, increasingly, in a wide variety of social media sites and portals. A critical step in gaining insights from this information is extracting core data from huge volumes of text. That data is then available for downstream analytic, mining and machine learning tools. AQL (Annotator Query Language) is a powerful declarative, rule-based language for the extraction of information from text documents.</p> <p>This Meetup is FREE.  Food and beverages will be provided. Please bring your laptop to participate in the hands-on lab.   Download BigInsights Quick Start Edition (single-node) before the event: <a href=""http://ibm.co/QuickStart""><a href=""http://ibm.co/QuickStart"" class=""linkified"">http://ibm.co/QuickStart</a></a></p> <p>Agenda:</p> <p>6:00-6:30: Networking (Food &amp; Beverages provided)</p> <p>6:30-7:15: Presentation/Demo</p> <p>7:30-9:30: Hands-on with Text Analytics</p> <p>Download the VM (single-node): <a href=""http://ibm.co/QuickStart""><a href=""http://ibm.co/QuickStart"" class=""linkified"">http://ibm.co/QuickStart</a></a></p> <p>For Windows - VMware Player (free download) is required to run a VMware image: <a href=""https://my.vmware.com/web/vmware/free#desktop_end_user_computing/vmware_player/6_0""><a href=""https://my.vmware.com/web/vmware/free#desktop_end_user_computing/vmware_player/6_0"" class=""linkified"">https://my.vmware.com/web/vmware/free#desktop_end_user_computing/vmware_player/6_0</a></a></p> <p>For Mac - VMware Fusion (free trial) <a href=""https://www.vmware.com/products/fusion/""><a href=""https://www.vmware.com/products/fusion/"" class=""linkified"">https://www.vmware.com/products/fusion/</a></a></p> <p>Download the Text Analytics Hands on Lab and Sample Data: <a href=""http://bigdatauniversity.com/courses/course/view.php?id=513""><a href=""http://bigdatauniversity.com/courses/course/view.php?id=513"" class=""linkified"">http://bigdatauniversity.com/courses/course/view.php?id=513</a></a></p> <p>Enrollment Key: meet123up</p> ","","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","See the parking map and permit in MORE->FILES section of this Meetup Site","146016112","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/146016112/","14","Big Data Meetup: Hands-on with Text Analytics","","","","past","1384995600000","1385052701000","-25200000","275 N. Gateway Drive","","Phoenix","us","8770982","33.4504508972168","USA","-111.99870300292969","CEI","602-286-8950","False","AZ","85034","public","0","24"
"10","1387815703000","<p>Geared towards Developers, Data Scientists, and all Big Data Enthusiasts, this event will provide an overview of Big Data Solutions, and opportunity to work hands on with the solutions and tools in the IBM Big Data Platform. Bkfst/Registration 8am-9am. Lunch provided. Must RSVP!</p> <p>During the meetups we will be utilizing vmware virtual machines for both Hadoop and Streams.  These workshops allow you to work with your own laptop and go through a series of labs to give you a foundation.</p> <p><b>Installation Instructions for BigInsights Hadoop and Streams<br/></b> BigInsights <a href=""https://www.youtube.com/watch?v=imIVJjUhrVo""><a href=""https://www.youtube.com/watch?v=imIVJjUhrVo"" class=""embedded"">https://www.youtube.com/watch?v=imIVJjUhrVo</a></a></p> <p>Streams <a href=""https://www.youtube.com/watch?v=y2L4DNZQAwk""><a href=""https://www.youtube.com/watch?v=y2L4DNZQAwk"" class=""embedded"">https://www.youtube.com/watch?v=y2L4DNZQAwk</a></a></p> <p><b>Getting the Virtual Machines</b><br/>You can download the virtual machines free of charge from the IBM site.  You will need to register and create an IBM ID to login.  You will also need Vmware Player or Vmware Fusion (Mac).  For Mac users, if you don't have Vmware Fusion then you can try Virtual Box, but your mileage may vary.</p> <p><b>BigInsights Hadoop Quickstart Edition</b> <b>Download</b><br/><a href=""https://ibm.biz/BdR2Ni""><a href=""https://ibm.biz/BdR2Ni"" class=""linkified"">https://ibm.biz/BdR2Ni</a></a><br/>In the screen shot below, you need to choose the Vmware Image link, sign on with your IBM ID and then choose Single Node.</p> <p><i>You have the option to download the installation software to test on your own clustered environment.  Be sure to download the Prechecker to test your server if it has the necessary packages installed prior to installing.</i> <i>But this will not be covered during the Meetup.</i></p> <p><img src=""http://photos2.meetupstatic.com/photos/event/3/a/f/e/600_292755102.jpeg"" /></p> <p><b>Streams Quick Start Edition Download</b><br/><a href=""https://ibm.biz/BdR2NZ""><a href=""https://ibm.biz/BdR2NZ"" class=""linkified"">https://ibm.biz/BdR2NZ</a></a></p> <p><b>Vmware Player Download</b><br/><a href=""https://ibm.biz/BdR2NM""><a href=""https://ibm.biz/BdR2NM"" class=""linkified"">https://ibm.biz/BdR2NM</a></a></p> <p><b>Virtual Box Download</b><br/><a href=""https://www.virtualbox.org""><a href=""https://www.virtualbox.org"" class=""linkified"">https://www.virtualbox.org</a></a></p> ","32400000","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","","156785572","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/156785572/","","Big Data Developer's Day Hosted by IBM","PT24H","40","","past","1390402800000","1390945093000","-25200000","2929 N Central Ave","","Phoenix","us","13477442","33.481689453125","USA","-112.07311248779297","IBM Office, Room 540 (5th Floor)","","False","AZ","85012","public","0","33"
"2","1389231705000","<p>Join IBM Subject Matter Experts as they discuss how machine data analysis can prevent outages, as well as provide insights for business imperatives such as fraud detection, customer retention, and other important use cases.</p> <p>Machines produce huge amounts of data that contain valuable and actionable information. However, accessing and working with that information requires large-scale import, extraction, transformation, and statistical analysis. IBM® Accelerator for Machine Data Analytics, a set of end-to-end applications, helps you import, extract, index, transform, and analyze your data to perform faceted search and event and pattern correlation and then make informed decisions based on the intelligence contained in log and data files.<br/>With IBM Accelerator for Machine Data Analytics, you can:</p> <p>  -Search within and across multiple log entries based on a text search, faceted search, or a timeline-based search to find events<br/>  -Enrich the context of log data by adding and extracting log types into the existing repository<br/>  -Link and correlate events across systems<br/>  -Uncover patterns</p> ","","1366111606000","8089392","open","33.5099983215332","-112.06999969482422","Big Data Developers in Phoenix","Big-Data-Developers-in-Phoenix","Developers and Architects","","159517752","https://www.meetup.com/Big-Data-Developers-in-Phoenix/events/159517752/","25","Machine Data Analysis- A Big Data Business Imperative!","","","","past","1393464600000","1393622239000","-25200000","8070 E Morgan Trail, Suite 130","","Phoenix","us","17847932","33.57707977294922","USA","-111.90768432617188","QCM Technologies Center for Innovation ","","False","AZ","","public","0","48"
